BAY,BAM,Gender,Score,SAY,SAM,SLD
15,10,F,67,11,7,Severe
11,0,M,74,12,4,Well
16,10,F,77,12,7,Severe
9,10,F,7,5,7,Severe
6,11,F,6,5,6,Severe
5,3,F,62,11,2,Well
12,3,M,54,10,4,Severe
10,4,M,72,12,2,Well
17,8,M,38,8,8,Severe
17,4,M,63,11,3,Severe
13,6,F,97,14,7,Well
14,3,M,20,7,0,Severe
15,8,F,87,13,7,Severe
5,4,M,28,7,8,Well
5,4,F,40,9,0,Well
6,2,M,32,8,2,Well
14,10,M,28,7,8,Severe
11,0,F,46,9,6,Severe
12,6,F,92,14,2,Well
5,1,F,17,6,7,Well
12,10,F,87,13,7,Well
7,0,F,10,6,0,Severe
6,6,M,40,9,0,Well
10,1,F,62,11,2,Well
16,8,F,98,14,8,Severe
17,2,F,41,9,1,Severe
17,8,F,16,6,6,Severe
5,0,M,41,9,1,Well
6,4,F,6,5,6,Severe
18,3,F,69,11,9,Severe
7,4,M,49,9,9,Well
17,9,M,89,13,9,Severe
17,10,F,66,11,6,Severe
14,5,F,39,8,9,Severe
12,1,F,48,9,8,Severe
15,10,M,76,12,6,Severe
5,9,M,76,12,6,Well
17,0,M,0,5,0,Severe
10,7,M,66,11,6,Well
8,0,F,29,7,9,Mild
10,10,F,10,6,0,Severe
14,4,F,85,13,5,Severe
13,4,M,62,11,2,Severe
9,5,F,31,8,1,Severe
10,8,F,95,14,5,Well
8,8,F,60,11,0,Well
5,8,M,2,5,2,Severe
14,4,M,80,13,0,Severe
9,9,M,24,7,4,Severe
8,8,F,47,9,7,Well
13,9,F,92,14,2,Good
7,6,M,52,10,2,Well
15,5,F,60,11,0,Severe
5,7,F,77,12,7,Well
9,3,M,62,11,2,Well
8,7,F,78,12,8,Well
9,0,F,14,6,4,Severe
9,3,F,15,6,5,Severe
6,8,M,89,13,9,Well
5,8,M,6,5,6,Mild
16,6,F,17,6,7,Severe
13,6,F,83,13,3,Mild
18,6,F,98,14,8,Severe
6,11,M,23,7,3,Good
18,3,F,36,8,6,Severe
7,4,F,50,10,0,Well
13,1,M,87,13,7,Well
15,9,F,71,12,1,Severe
17,7,M,65,11,5,Severe
15,3,M,73,12,3,Severe
17,9,M,58,10,8,Severe
15,3,F,11,6,1,Severe
8,7,F,11,6,1,Severe
8,7,M,11,6,1,Severe
10,7,M,14,6,4,Severe
13,0,M,69,11,9,Severe
11,2,M,16,6,6,Severe
18,8,F,39,8,9,Severe
7,8,M,95,14,5,Well
11,10,F,16,6,6,Severe
17,1,F,49,9,9,Severe
15,0,F,27,7,7,Severe
10,8,M,45,9,5,Severe
10,4,F,77,12,7,Well
14,6,M,62,11,2,Severe
15,11,M,9,5,9,Severe
18,6,M,23,7,3,Severe
14,5,F,57,10,7,Severe
5,8,F,36,8,6,Well
8,3,M,4,5,4,Severe
8,10,M,95,14,5,Well
14,9,M,14,6,4,Severe
9,4,F,25,7,5,Severe
16,7,F,49,9,9,Severe
6,1,F,44,9,4,Well
8,0,M,65,11,5,Well
7,6,F,7,5,7,Severe
15,9,M,2,5,2,Severe
16,3,F,50,10,0,Severe
5,3,F,50,10,0,Well
10,2,M,38,8,8,Severe
10,11,M,82,13,2,Well
6,2,F,87,13,7,Well
5,9,F,35,8,5,Well
14,9,M,61,11,1,Severe
6,7,M,88,13,8,Well
15,4,M,92,14,2,Severe
17,5,M,8,5,8,Severe
5,4,M,32,8,2,Well
11,10,M,93,14,3,Well
5,11,F,96,14,6,Well
12,8,M,10,6,0,Severe
15,9,F,53,10,3,Severe
9,3,M,9,5,9,Severe
16,4,F,58,10,8,Severe
15,10,F,6,5,6,Severe
12,6,M,46,9,6,Severe
16,9,F,52,10,2,Severe
9,3,F,8,5,8,Severe
6,5,M,32,8,2,Well
6,3,M,68,11,8,Well
11,0,F,65,11,5,Good
6,3,F,18,6,8,Good
5,6,M,26,7,6,Well
5,10,F,2,5,2,Severe
9,11,F,0,5,0,Severe
16,4,F,51,10,1,Severe
8,3,M,46,9,6,Well
15,4,F,75,12,5,Severe
12,4,F,58,10,8,Severe
14,7,F,32,8,2,Severe
13,5,M,24,7,4,Severe
9,4,F,5,5,5,Severe
9,11,M,99,14,9,Well
7,4,F,98,14,8,Well
6,2,M,34,8,4,Well
8,7,F,35,8,5,Mild
15,0,M,7,5,7,Severe
7,6,M,44,9,4,Well
6,6,F,11,6,1,Mild
7,4,M,83,13,3,Well
17,8,F,14,6,4,Severe
13,0,F,67,11,7,Severe
14,2,F,82,13,2,Severe
13,1,F,98,14,8,Well
12,9,M,26,7,6,Severe
6,10,F,96,14,6,Well
8,2,M,61,11,1,Well
17,4,F,78,12,8,Severe
6,0,F,76,12,6,Well
15,5,M,79,12,9,Severe
5,1,M,23,7,3,Well
9,10,F,38,8,8,Severe
16,2,M,71,12,1,Severe
17,5,M,10,6,0,Severe
12,0,M,75,12,5,Good
5,11,F,26,7,6,Well
10,7,M,18,6,8,Severe
6,6,F,76,12,6,Well
17,1,F,87,13,7,Severe
8,6,M,35,8,5,Mild
6,4,M,67,11,7,Well
12,5,M,78,12,8,Good
14,10,F,22,7,2,Severe
9,5,F,46,9,6,Good
5,7,M,13,6,3,Well
5,8,M,67,11,7,Well
11,0,F,100,15,0,Well
13,8,M,44,9,4,Severe
17,11,M,71,12,1,Severe
10,8,M,60,11,0,Good
6,11,M,71,12,1,Well
18,4,M,55,10,5,Severe
10,11,F,83,13,3,Well
17,3,M,29,7,9,Severe
11,11,M,18,6,8,Severe
16,1,F,67,11,7,Severe
6,6,F,49,9,9,Well
10,5,F,24,7,4,Severe
15,9,F,100,15,0,Severe
8,11,F,40,9,0,Good
18,0,F,4,5,4,Severe
12,9,M,41,9,1,Severe
12,4,M,16,6,6,Severe
12,1,M,9,5,9,Severe
8,4,M,32,8,2,Mild
11,11,F,97,14,7,Well
18,7,F,7,5,7,Severe
17,9,F,55,10,5,Severe
5,6,F,64,11,4,Well
15,4,F,56,10,6,Severe
13,5,F,11,6,1,Severe
16,3,F,3,5,3,Severe
15,3,M,99,14,9,Severe
11,3,M,7,5,7,Severe
5,0,F,90,14,0,Well
11,4,M,35,8,5,Severe
6,10,M,99,14,9,Well
17,1,M,59,10,9,Severe
10,4,M,76,12,6,Well
7,8,F,36,8,6,Well
11,0,F,8,5,8,Severe
11,6,F,92,14,2,Well
6,9,F,91,14,1,Well
17,2,F,16,6,6,Severe
10,5,M,43,9,3,Severe
5,6,M,94,14,4,Well
10,4,F,50,10,0,Mild
10,11,F,28,7,8,Severe
13,4,F,31,8,1,Severe
5,10,F,3,5,3,Severe
13,10,F,37,8,7,Severe
11,1,F,52,10,2,Severe
5,11,F,84,13,4,Well
17,11,M,65,11,5,Severe
12,9,F,27,7,7,Severe
5,8,M,100,15,0,Well
7,9,F,6,5,6,Severe
15,5,F,38,8,8,Severe
7,4,F,22,7,2,Mild
12,4,F,96,14,6,Well
17,10,F,1,5,1,Severe
12,5,F,40,9,0,Severe
15,11,M,68,11,8,Severe
15,0,F,24,7,4,Severe
9,7,M,24,7,4,Severe
12,3,F,83,13,3,Well
14,7,F,71,12,1,Severe
16,1,F,26,7,6,Severe
16,2,M,33,8,3,Severe
7,0,F,23,7,3,Good
16,3,F,24,7,4,Severe
5,11,F,92,14,2,Well
15,1,M,95,14,5,Severe
17,10,M,52,10,2,Severe
15,10,M,31,8,1,Severe
13,3,M,19,6,9,Severe
12,1,M,32,8,2,Severe
16,8,M,44,9,4,Severe
17,8,M,82,13,2,Severe
14,7,M,93,14,3,Mild
7,3,F,89,13,9,Well
11,8,M,26,7,6,Severe
14,0,M,70,12,0,Severe
6,6,F,97,14,7,Well
14,6,M,76,12,6,Severe
16,8,M,74,12,4,Severe
13,8,M,19,6,9,Severe
6,1,F,85,13,5,Well
7,9,F,1,5,1,Severe
15,10,F,92,14,2,Severe
13,5,F,2,5,2,Severe
14,10,F,58,10,8,Severe
12,10,M,94,14,4,Well
13,4,F,97,14,7,Well
14,11,F,54,10,4,Severe
10,8,F,91,14,1,Well
7,1,F,61,11,1,Well
11,2,F,35,8,5,Severe
7,4,F,61,11,1,Well
8,9,F,15,6,5,Severe
10,0,M,1,5,1,Severe
15,11,M,21,7,1,Severe
15,7,M,45,9,5,Severe
7,3,M,55,10,5,Well
17,10,F,40,9,0,Severe
6,11,F,73,12,3,Well
13,4,M,97,14,7,Well
9,11,M,64,11,4,Well
7,4,M,90,14,0,Well
14,2,M,7,5,7,Severe
12,7,F,58,10,8,Severe
6,3,F,26,7,6,Well
11,0,M,29,7,9,Severe
6,11,M,67,11,7,Well
6,8,M,92,14,2,Well
14,11,F,57,10,7,Severe
17,4,F,87,13,7,Severe
9,2,M,14,6,4,Severe
13,10,M,38,8,8,Severe
16,5,F,95,14,5,Severe
15,10,F,58,10,8,Severe
10,3,M,38,8,8,Severe
13,11,M,10,6,0,Severe
10,3,M,69,11,9,Well
14,0,M,19,6,9,Severe
15,11,F,42,9,2,Severe
6,3,F,21,7,1,Well
10,6,M,77,12,7,Well
9,0,F,10,6,0,Severe
10,10,F,2,5,2,Severe
16,1,F,77,12,7,Severe
9,7,M,94,14,4,Well
10,7,F,68,11,8,Well
14,1,F,59,10,9,Severe
14,3,F,85,13,5,Severe
12,2,F,30,8,0,Severe
9,9,F,5,5,5,Severe
17,1,M,5,5,5,Severe
18,6,M,20,7,0,Severe
5,2,M,91,14,1,Well
12,0,M,2,5,2,Severe
13,10,F,22,7,2,Severe
12,0,F,100,15,0,Well
5,0,F,56,10,6,Well
11,9,F,75,12,5,Well
15,9,F,16,6,6,Severe
14,6,M,33,8,3,Severe
6,1,M,87,13,7,Well
17,3,F,9,5,9,Severe
5,9,M,17,6,7,Well
8,8,M,23,7,3,Severe
16,2,M,23,7,3,Severe
11,9,M,32,8,2,Severe
15,10,F,91,14,1,Severe
18,10,M,81,13,1,Severe
14,9,M,65,11,5,Severe
18,8,F,77,12,7,Severe
6,3,F,58,10,8,Well
11,10,F,38,8,8,Severe
18,2,F,60,11,0,Severe
5,11,M,58,10,8,Well
8,2,M,51,10,1,Well
8,8,F,52,10,2,Well
15,2,M,54,10,4,Severe
11,1,M,7,5,7,Severe
10,7,F,19,6,9,Severe
14,0,M,40,9,0,Severe
5,0,F,43,9,3,Well
8,7,F,76,12,6,Well
8,0,F,71,12,1,Well
17,4,M,90,14,0,Severe
16,10,F,62,11,2,Severe
8,7,F,55,10,5,Well
7,0,M,83,13,3,Well
17,2,M,19,6,9,Severe
13,4,F,99,14,9,Well
6,2,M,84,13,4,Well
12,6,M,62,11,2,Severe
8,1,F,78,12,8,Well
6,7,M,19,6,9,Good
10,8,M,16,6,6,Severe
16,11,F,0,5,0,Severe
13,11,F,35,8,5,Severe
9,11,M,31,8,1,Severe
18,9,M,81,13,1,Severe
6,8,F,86,13,6,Well
9,9,M,84,13,4,Well
12,4,F,37,8,7,Severe
7,5,M,99,14,9,Well
17,1,F,55,10,5,Severe
15,10,M,41,9,1,Severe
5,2,M,6,5,6,Good
14,11,M,72,12,2,Severe
16,1,F,14,6,4,Severe
18,8,M,26,7,6,Severe
18,0,F,71,12,1,Severe
8,10,M,27,7,7,Severe
11,6,M,84,13,4,Well
12,1,M,31,8,1,Severe
18,10,M,78,12,8,Severe
10,9,M,40,9,0,Severe
16,3,M,64,11,4,Severe
5,8,M,80,13,0,Well
5,10,F,33,8,3,Well
13,9,F,27,7,7,Severe
9,6,F,55,10,5,Well
14,1,F,0,5,0,Severe
10,7,F,41,9,1,Severe
8,8,F,67,11,7,Well
7,1,F,16,6,6,Severe
12,2,M,67,11,7,Severe
12,5,F,1,5,1,Severe
16,4,M,7,5,7,Severe
5,9,F,66,11,6,Well
16,9,F,92,14,2,Severe
12,3,M,40,9,0,Severe
18,0,F,8,5,8,Severe
14,5,F,50,10,0,Severe
7,9,F,68,11,8,Well
13,10,F,17,6,7,Severe
7,2,F,58,10,8,Well
12,11,M,1,5,1,Severe
15,6,M,68,11,8,Severe
5,1,F,21,7,1,Well
16,5,F,33,8,3,Severe
13,2,M,34,8,4,Severe
7,10,M,15,6,5,Severe
15,1,F,55,10,5,Severe
17,5,M,30,8,0,Severe
12,11,M,65,11,5,Severe
6,11,M,39,8,9,Well
11,3,M,1,5,1,Severe
18,2,F,64,11,4,Severe
5,8,F,11,6,1,Good
13,1,F,67,11,7,Severe
5,5,F,54,10,4,Well
17,3,F,13,6,3,Severe
9,6,M,86,13,6,Well
11,2,F,59,10,9,Mild
7,3,M,41,9,1,Well
6,9,M,7,5,7,Severe
15,9,M,65,11,5,Severe
7,11,F,13,6,3,Severe
6,2,F,85,13,5,Well
14,3,M,66,11,6,Severe
12,3,M,83,13,3,Well
13,11,M,11,6,1,Severe
16,3,F,61,11,1,Severe
9,1,F,34,8,4,Severe
6,2,F,3,5,3,Severe
8,1,M,28,7,8,Mild
11,6,F,74,12,4,Well
16,6,M,5,5,5,Severe
9,6,F,54,10,4,Well
12,4,M,2,5,2,Severe
7,1,F,67,11,7,Well
13,0,M,18,6,8,Severe
14,9,M,2,5,2,Severe
6,2,F,25,7,5,Well
16,3,F,41,9,1,Severe
16,1,M,38,8,8,Severe
13,4,F,89,13,9,Good
16,0,M,70,12,0,Severe
17,6,M,22,7,2,Severe
9,8,F,21,7,1,Severe
15,3,M,29,7,9,Severe
8,6,F,34,8,4,Mild
17,1,M,90,14,0,Severe
15,0,M,100,15,0,Neutral
9,11,F,26,7,6,Severe
6,5,F,26,7,6,Well
16,6,M,19,6,9,Severe
7,1,M,11,6,1,Severe
7,9,M,20,7,0,Severe
16,5,F,72,12,2,Severe
16,6,M,75,12,5,Severe
7,9,F,74,12,4,Well
17,7,F,83,13,3,Severe
15,5,M,19,6,9,Severe
8,10,M,70,12,0,Well
7,8,F,37,8,7,Well
12,11,M,71,12,1,Severe
6,7,F,56,10,6,Well
10,0,M,42,9,2,Severe
12,5,F,63,11,3,Severe
15,1,M,35,8,5,Severe
5,5,M,33,8,3,Well
5,2,M,59,10,9,Well
11,6,M,76,12,6,Well
16,4,M,49,9,9,Severe
6,11,M,41,9,1,Well
18,4,M,6,5,6,Severe
8,3,M,35,8,5,Good
9,8,F,24,7,4,Severe
16,9,M,81,13,1,Severe
11,3,M,89,13,9,Well
9,7,F,9,5,9,Severe
8,3,F,92,14,2,Well
13,5,M,73,12,3,Severe
5,3,M,1,5,1,Mild
18,9,M,74,12,4,Severe
18,3,M,91,14,1,Severe
8,6,M,92,14,2,Well
8,6,M,28,7,8,Severe
8,1,F,54,10,4,Well
6,8,M,7,5,7,Severe
9,5,M,5,5,5,Severe
16,6,F,71,12,1,Severe
14,8,M,90,14,0,Severe
11,1,M,62,11,2,Good
7,5,M,29,7,9,Good
10,7,F,83,13,3,Well
5,8,M,50,10,0,Well
13,3,F,37,8,7,Severe
17,7,M,21,7,1,Severe
11,10,M,14,6,4,Severe
14,3,M,70,12,0,Severe
13,0,M,24,7,4,Severe
17,6,F,48,9,8,Severe
9,5,F,98,14,8,Well
14,2,F,8,5,8,Severe
5,2,M,61,11,1,Well
9,11,M,46,9,6,Mild
11,6,F,94,14,4,Well
12,2,M,1,5,1,Severe
17,3,F,47,9,7,Severe
16,1,M,92,14,2,Severe
10,1,M,61,11,1,Well
17,0,F,2,5,2,Severe
13,4,M,23,7,3,Severe
7,2,M,94,14,4,Well
11,4,F,27,7,7,Severe
9,3,M,55,10,5,Well
11,2,M,6,5,6,Severe
14,4,F,10,6,0,Severe
16,2,F,41,9,1,Severe
16,0,M,40,9,0,Severe
14,7,F,85,13,5,Severe
18,1,M,13,6,3,Severe
12,4,F,12,6,2,Severe
9,3,F,60,11,0,Well
10,8,F,87,13,7,Well
8,11,M,71,12,1,Well
14,4,M,96,14,6,Good
11,5,F,87,13,7,Well
16,5,F,98,14,8,Severe
15,11,M,26,7,6,Severe
10,8,F,66,11,6,Well
6,8,F,91,14,1,Well
13,4,M,95,14,5,Well
15,9,F,20,7,0,Severe
15,7,F,38,8,8,Severe
18,6,M,15,6,5,Severe
18,6,M,36,8,6,Severe
8,3,M,48,9,8,Well
15,6,M,46,9,6,Severe
5,5,M,67,11,7,Well
10,2,F,81,13,1,Well
9,3,M,69,11,9,Well
6,1,M,19,6,9,Well
5,3,F,51,10,1,Well
16,2,F,57,10,7,Severe
9,7,F,93,14,3,Well
18,8,M,96,14,6,Severe
12,9,F,5,5,5,Severe
12,9,M,34,8,4,Severe
9,5,M,85,13,5,Well
10,10,F,54,10,4,Severe
9,6,F,60,11,0,Well
14,7,F,37,8,7,Severe
12,4,M,47,9,7,Severe
14,6,M,39,8,9,Severe
5,5,M,2,5,2,Mild
16,4,M,73,12,3,Severe
14,11,M,24,7,4,Severe
11,1,M,10,6,0,Severe
5,6,F,28,7,8,Well
7,6,M,83,13,3,Well
16,3,M,22,7,2,Severe
9,5,F,100,15,0,Well
5,8,F,79,12,9,Well
6,0,F,21,7,1,Well
8,1,M,10,6,0,Severe
12,9,F,36,8,6,Severe
15,0,M,71,12,1,Severe
5,7,M,78,12,8,Well
7,0,M,40,9,0,Well
5,1,F,18,6,8,Well
10,3,F,90,14,0,Well
17,9,F,0,5,0,Severe
6,8,F,18,6,8,Neutral
16,6,F,93,14,3,Severe
18,7,M,22,7,2,Severe
7,10,F,6,5,6,Severe
8,2,M,50,10,0,Well
8,0,F,16,6,6,Severe
13,6,F,25,7,5,Severe
13,8,F,78,12,8,Severe
12,10,M,95,14,5,Well
9,5,F,40,9,0,Mild
6,11,M,82,13,2,Well
10,0,F,71,12,1,Well
9,11,F,89,13,9,Well
9,5,F,83,13,3,Well
6,10,F,36,8,6,Well
17,4,M,81,13,1,Severe
14,9,M,49,9,9,Severe
6,4,F,32,8,2,Well
11,1,M,70,12,0,Well
17,6,M,6,5,6,Severe
6,3,F,64,11,4,Well
11,5,M,33,8,3,Severe
12,8,F,3,5,3,Severe
7,10,M,63,11,3,Well
18,9,M,87,13,7,Severe
5,1,M,79,12,9,Well
16,7,M,58,10,8,Severe
5,1,M,92,14,2,Well
12,3,M,19,6,9,Severe
9,4,F,6,5,6,Severe
10,0,M,26,7,6,Severe
13,11,F,56,10,6,Severe
14,4,F,25,7,5,Severe
12,4,M,65,11,5,Severe
7,8,M,17,6,7,Severe
17,3,M,68,11,8,Severe
14,10,M,23,7,3,Severe
15,5,M,82,13,2,Severe
14,1,M,0,5,0,Severe
14,1,F,84,13,4,Severe
14,6,M,27,7,7,Severe
13,2,F,49,9,9,Severe
18,8,M,70,12,0,Severe
11,2,F,40,9,0,Severe
8,1,M,15,6,5,Severe
13,9,F,58,10,8,Severe
16,6,M,89,13,9,Severe
17,8,M,52,10,2,Severe
17,4,F,50,10,0,Severe
9,11,F,8,5,8,Severe
17,0,M,90,14,0,Severe
11,7,M,56,10,6,Severe
18,4,F,31,8,1,Severe
6,8,M,62,11,2,Well
14,7,M,8,5,8,Severe
7,8,F,74,12,4,Well
13,3,M,13,6,3,Severe
17,10,M,28,7,8,Severe
7,9,F,35,8,5,Well
7,6,F,3,5,3,Severe
17,11,M,26,7,6,Severe
10,7,F,43,9,3,Severe
17,5,M,13,6,3,Severe
17,2,M,52,10,2,Severe
15,9,M,40,9,0,Severe
9,1,M,89,13,9,Well
8,2,F,8,5,8,Severe
9,2,F,44,9,4,Good
11,11,F,84,13,4,Well
11,5,M,10,6,0,Severe
8,11,F,62,11,2,Well
14,2,F,91,14,1,Mild
18,0,F,7,5,7,Severe
9,5,F,68,11,8,Well
13,9,M,69,11,9,Severe
12,6,M,49,9,9,Severe
10,1,M,76,12,6,Well
16,3,M,3,5,3,Severe
9,3,F,61,11,1,Well
6,9,M,73,12,3,Well
8,2,F,33,8,3,Good
15,9,M,41,9,1,Severe
11,1,F,49,9,9,Severe
17,11,F,80,13,0,Severe
11,7,M,27,7,7,Severe
11,1,F,0,5,0,Severe
17,1,M,13,6,3,Severe
5,9,M,32,8,2,Well
16,5,F,50,10,0,Severe
15,3,M,31,8,1,Severe
6,0,M,97,14,7,Well
11,3,F,84,13,4,Well
13,2,M,69,11,9,Severe
5,1,M,12,6,2,Well
14,10,F,91,14,1,Severe
15,9,M,48,9,8,Severe
9,9,M,38,8,8,Severe
12,1,M,79,12,9,Well
5,0,M,86,13,6,Well
12,4,M,96,14,6,Well
17,8,M,11,6,1,Severe
5,7,F,54,10,4,Well
6,0,M,1,5,1,Severe
14,1,M,80,13,0,Severe
8,9,F,3,5,3,Severe
7,5,M,63,11,3,Well
12,4,F,4,5,4,Severe
11,7,F,89,13,9,Well
12,1,M,3,5,3,Severe
8,4,M,21,7,1,Severe
14,5,M,25,7,5,Severe
10,3,M,72,12,2,Well
16,3,M,90,14,0,Severe
14,10,F,13,6,3,Severe
16,5,M,12,6,2,Severe
11,9,M,99,14,9,Well
9,4,M,81,13,1,Well
18,1,F,70,12,0,Severe
18,5,F,71,12,1,Severe
11,0,M,61,11,1,Good
13,0,M,55,10,5,Severe
16,6,M,60,11,0,Severe
9,6,F,46,9,6,Neutral
10,4,F,69,11,9,Well
8,8,M,16,6,6,Severe
7,6,F,29,7,9,Good
8,8,F,37,8,7,Mild
17,8,F,12,6,2,Severe
10,3,M,21,7,1,Severe
12,9,F,20,7,0,Severe
13,6,M,36,8,6,Severe
10,5,F,19,6,9,Severe
17,2,F,13,6,3,Severe
15,6,F,61,11,1,Severe
17,3,F,60,11,0,Severe
9,10,M,41,9,1,Severe
5,0,M,11,6,1,Well
7,0,F,34,8,4,Well
11,6,M,93,14,3,Well
11,0,F,61,11,1,Good
17,7,F,42,9,2,Severe
8,8,M,6,5,6,Severe
14,3,F,18,6,8,Severe
12,9,F,16,6,6,Severe
13,1,F,0,5,0,Severe
10,0,F,99,14,9,Well
18,11,F,68,11,8,Severe
18,2,F,71,12,1,Severe
10,6,M,65,11,5,Well
16,4,F,31,8,1,Severe
9,0,F,19,6,9,Severe
14,5,M,8,5,8,Severe
8,7,F,68,11,8,Well
9,10,M,14,6,4,Severe
9,8,F,73,12,3,Well
10,0,F,30,8,0,Severe
15,7,M,62,11,2,Severe
17,10,M,54,10,4,Severe
6,4,F,25,7,5,Well
12,10,F,65,11,5,Severe
9,7,F,76,12,6,Well
13,0,M,63,11,3,Severe
5,1,M,91,14,1,Well
17,11,F,47,9,7,Severe
17,9,F,100,15,0,Severe
15,4,F,52,10,2,Severe
10,9,M,77,12,7,Well
7,4,M,14,6,4,Severe
18,7,M,1,5,1,Severe
18,7,M,12,6,2,Severe
18,7,M,49,9,9,Severe
18,9,M,86,13,6,Severe
10,8,M,84,13,4,Well
18,4,F,33,8,3,Severe
12,5,M,37,8,7,Severe
7,10,M,59,10,9,Well
5,0,M,89,13,9,Well
15,1,M,7,5,7,Severe
8,2,F,87,13,7,Well
8,3,M,47,9,7,Well
12,11,M,35,8,5,Severe
17,2,F,45,9,5,Severe
17,5,F,53,10,3,Severe
13,6,F,33,8,3,Severe
16,4,M,36,8,6,Severe
14,7,F,82,13,2,Severe
10,7,F,60,11,0,Good
12,11,M,58,10,8,Severe
18,0,M,65,11,5,Severe
18,3,M,65,11,5,Severe
17,4,F,22,7,2,Severe
11,4,F,11,6,1,Severe
18,5,F,63,11,3,Severe
17,3,F,41,9,1,Severe
6,2,M,85,13,5,Well
5,5,M,35,8,5,Well
14,5,M,81,13,1,Severe
18,1,M,29,7,9,Severe
7,2,M,77,12,7,Well
9,0,F,60,11,0,Well
8,4,F,83,13,3,Well
9,5,F,39,8,9,Severe
12,6,F,17,6,7,Severe
7,5,F,63,11,3,Well
13,4,M,29,7,9,Severe
15,2,F,88,13,8,Severe
5,9,F,54,10,4,Well
5,6,F,47,9,7,Well
10,10,F,58,10,8,Mild
9,8,F,90,14,0,Well
18,1,F,36,8,6,Severe
16,7,M,12,6,2,Severe
16,3,M,95,14,5,Severe
17,9,F,12,6,2,Severe
11,10,M,85,13,5,Well
13,8,F,13,6,3,Severe
17,11,M,78,12,8,Severe
7,5,F,92,14,2,Well
8,4,F,79,12,9,Well
18,10,M,72,12,2,Severe
9,6,F,10,6,0,Severe
18,9,F,43,9,3,Severe
7,8,M,65,11,5,Well
6,4,F,41,9,1,Well
18,10,F,67,11,7,Severe
5,2,M,15,6,5,Well
13,9,F,96,14,6,Well
14,8,F,25,7,5,Severe
10,0,F,79,12,9,Well
18,9,F,6,5,6,Severe
7,9,F,71,12,1,Well
5,3,F,20,7,0,Well
5,6,M,24,7,4,Well
10,0,F,20,7,0,Severe
14,4,F,77,12,7,Severe
9,5,M,65,11,5,Well
14,4,M,21,7,1,Severe
16,9,M,98,14,8,Severe
12,1,M,68,11,8,Mild
18,5,M,45,9,5,Severe
15,2,M,21,7,1,Severe
11,3,F,62,11,2,Mild
7,4,M,87,13,7,Well
6,10,F,70,12,0,Well
6,7,F,84,13,4,Well
18,7,F,88,13,8,Severe
17,6,F,51,10,1,Severe
12,9,F,2,5,2,Severe
10,11,F,73,12,3,Well
18,4,M,27,7,7,Severe
11,9,F,41,9,1,Severe
7,3,F,66,11,6,Well
12,11,M,15,6,5,Severe
12,8,M,81,13,1,Good
17,6,M,45,9,5,Severe
12,4,M,23,7,3,Severe
7,3,M,61,11,1,Well
14,6,M,42,9,2,Severe
11,7,F,53,10,3,Severe
9,7,M,45,9,5,Mild
7,6,M,61,11,1,Well
14,7,F,7,5,7,Severe
18,3,M,88,13,8,Severe
17,10,M,98,14,8,Severe
10,4,M,66,11,6,Well
5,0,F,92,14,2,Well
18,2,M,91,14,1,Severe
9,6,F,47,9,7,Good
15,4,M,18,6,8,Severe
13,5,F,37,8,7,Severe
12,10,M,44,9,4,Severe
16,7,M,75,12,5,Severe
10,6,F,13,6,3,Severe
9,2,F,65,11,5,Well
13,2,M,36,8,6,Severe
14,5,M,39,8,9,Severe
17,6,F,42,9,2,Severe
14,6,F,89,13,9,Severe
12,2,F,24,7,4,Severe
5,0,F,76,12,6,Well
5,11,M,22,7,2,Well
6,9,F,95,14,5,Well
7,0,F,75,12,5,Well
7,1,F,52,10,2,Well
6,11,M,26,7,6,Well
15,5,M,7,5,7,Severe
13,1,F,40,9,0,Severe
12,9,F,52,10,2,Severe
17,4,M,43,9,3,Severe
14,5,M,83,13,3,Severe
7,0,F,6,5,6,Severe
15,11,M,19,6,9,Severe
5,4,F,25,7,5,Well
14,7,M,59,10,9,Severe
17,7,M,19,6,9,Severe
17,7,M,41,9,1,Severe
13,6,F,5,5,5,Severe
12,0,M,88,13,8,Well
13,10,M,96,14,6,Well
9,1,F,68,11,8,Well
13,7,M,4,5,4,Severe
16,7,M,27,7,7,Severe
18,7,M,20,7,0,Severe
17,2,F,68,11,8,Severe
15,3,F,70,12,0,Severe
9,4,M,76,12,6,Well
10,7,F,63,11,3,Well
15,6,M,96,14,6,Severe
10,1,F,88,13,8,Well
7,5,F,24,7,4,Mild
15,5,M,87,13,7,Severe
13,11,F,24,7,4,Severe
16,8,M,97,14,7,Severe
6,4,M,62,11,2,Well
15,9,F,88,13,8,Severe
14,4,M,50,10,0,Severe
12,5,F,19,6,9,Severe
14,9,M,74,12,4,Severe
14,0,F,55,10,5,Severe
6,8,F,65,11,5,Well
16,1,F,58,10,8,Severe
9,11,M,86,13,6,Well
6,0,M,20,7,0,Well
11,0,M,0,5,0,Severe
11,9,F,71,12,1,Good
6,2,F,45,9,5,Well
14,7,M,43,9,3,Severe
6,3,F,67,11,7,Well
12,7,M,20,7,0,Severe
18,2,M,4,5,4,Severe
10,5,M,58,10,8,Good
13,1,M,79,12,9,Mild
18,11,F,3,5,3,Severe
18,9,M,70,12,0,Severe
15,11,M,2,5,2,Severe
14,7,F,3,5,3,Severe
18,3,M,98,14,8,Severe
11,3,M,60,11,0,Mild
16,3,M,41,9,1,Severe
18,7,M,54,10,4,Severe
9,8,F,16,6,6,Severe
