BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
13,3,159,M,96,12,10,154,-5,Mild
8,3,99,M,55,8,8,104,5,Good
9,9,117,M,6,5,5,65,-52,Severe
17,7,211,M,68,10,0,120,-91,Severe
7,1,85,M,28,6,8,80,-5,Mild
14,10,178,F,67,9,10,118,-60,Severe
18,8,224,M,83,11,6,138,-86,Severe
18,8,224,M,107,13,11,167,-57,Severe
5,6,66,F,2,5,3,63,-3,Mild
7,8,92,F,53,8,6,102,10,Well
13,3,159,F,110,14,3,171,12,Well
12,0,144,F,69,10,1,121,-23,Severe
16,11,203,F,40,7,5,89,-114,Severe
5,2,62,F,17,6,0,72,10,Well
18,7,223,M,15,5,11,71,-152,Severe
7,9,93,M,71,10,3,123,30,Well
5,11,71,F,61,9,3,111,40,Well
12,3,147,F,59,9,1,109,-38,Severe
16,3,195,M,48,8,1,97,-98,Severe
10,11,131,M,69,10,1,121,-10,Severe
10,6,126,M,38,7,4,88,-38,Severe
12,1,145,M,31,6,9,81,-64,Severe
13,11,167,M,84,11,7,139,-28,Severe
11,1,133,M,33,6,11,83,-50,Severe
14,3,171,M,16,5,11,71,-100,Severe
5,4,64,F,55,8,8,104,40,Well
13,10,166,M,33,6,11,83,-83,Severe
15,1,181,M,109,14,1,169,-12,Severe
15,10,190,M,62,9,4,112,-78,Severe
17,9,213,F,75,10,9,129,-84,Severe
6,1,73,F,43,7,8,92,19,Well
15,9,189,M,81,11,4,136,-53,Severe
8,10,106,M,89,12,1,145,39,Well
10,10,130,F,94,12,7,151,21,Well
8,0,96,F,91,12,4,148,52,Well
18,3,219,M,18,6,1,73,-146,Severe
14,7,175,M,18,6,1,73,-102,Severe
13,0,156,F,100,13,3,159,3,Good
18,2,218,M,86,11,10,142,-76,Severe
6,1,73,M,39,7,5,89,16,Well
10,3,123,F,64,9,7,115,-8,Severe
10,9,129,M,78,11,0,132,3,Good
11,10,142,F,97,12,11,155,13,Well
10,5,125,F,89,12,1,145,20,Well
13,0,156,M,110,14,3,171,15,Well
11,8,140,M,71,10,3,123,-17,Severe
17,3,207,M,83,11,6,138,-69,Severe
9,1,109,M,26,6,6,78,-31,Severe
15,0,180,M,20,6,2,74,-106,Severe
6,2,74,F,96,12,10,154,80,Well
11,10,142,F,47,8,0,96,-46,Severe
10,1,121,F,24,6,5,77,-44,Severe
15,11,191,F,91,12,4,148,-43,Severe
15,4,184,F,70,10,2,122,-62,Severe
12,3,147,M,81,11,4,136,-11,Severe
16,7,199,F,83,11,6,138,-61,Severe
5,10,70,M,31,6,9,81,11,Well
13,7,163,F,85,11,9,141,-22,Severe
10,6,126,M,105,13,9,165,39,Well
5,2,62,F,61,9,3,111,49,Well
7,11,95,F,35,7,1,85,-10,Severe
5,11,71,M,78,11,0,132,61,Well
7,0,84,F,32,6,10,82,-2,Mild
9,4,112,M,86,11,10,142,30,Well
8,0,96,F,36,7,2,86,-10,Severe
14,1,169,F,89,12,1,145,-24,Severe
13,10,166,M,42,7,7,91,-75,Severe
11,3,135,M,44,7,9,93,-42,Severe
7,1,85,M,33,6,11,83,-2,Mild
18,8,224,M,14,5,10,70,-154,Severe
16,6,198,M,88,12,0,144,-54,Severe
8,8,104,M,29,6,8,80,-24,Severe
10,5,125,M,62,9,4,112,-13,Severe
9,10,118,M,90,12,3,147,29,Well
6,3,75,M,60,9,2,110,35,Well
17,3,207,F,44,7,9,93,-114,Severe
8,10,106,F,106,13,10,166,60,Well
11,7,139,F,63,9,6,114,-25,Severe
11,1,133,F,39,7,5,89,-44,Severe
14,9,177,M,21,6,2,74,-103,Severe
17,0,204,M,62,9,4,112,-92,Severe
15,9,189,M,35,7,1,85,-104,Severe
7,4,88,F,60,9,2,110,22,Well
18,2,218,M,18,6,1,73,-145,Severe
8,1,97,M,45,7,10,94,-3,Mild
14,9,177,F,97,12,11,155,-22,Severe
18,7,223,F,96,12,10,154,-69,Severe
16,6,198,F,63,9,6,114,-84,Severe
17,11,215,M,74,10,7,127,-88,Severe
14,9,177,F,75,10,9,129,-48,Severe
14,8,176,M,23,6,4,76,-100,Severe
7,8,92,F,32,6,10,82,-10,Severe
11,0,132,M,7,5,6,66,-66,Severe
17,7,211,F,3,5,3,63,-148,Severe
6,0,72,F,50,8,3,99,27,Well
17,10,214,F,43,7,8,92,-122,Severe
6,11,83,F,85,11,9,141,58,Well
5,9,69,M,65,9,8,116,47,Well
13,3,159,M,14,5,10,70,-89,Severe
10,3,123,M,20,6,2,74,-49,Severe
9,1,109,M,59,9,1,109,0,Neutral
5,3,63,M,90,12,3,147,84,Well
8,8,104,F,13,5,9,69,-35,Severe
15,3,183,F,32,6,10,82,-101,Severe
17,2,206,F,65,9,8,116,-90,Severe
10,1,121,F,92,12,5,149,28,Well
13,9,165,F,97,12,11,155,-10,Severe
17,5,209,F,101,13,4,160,-49,Severe
13,10,166,M,76,10,10,130,-36,Severe
6,2,74,M,100,13,3,159,85,Well
11,1,133,F,99,13,1,157,24,Well
18,4,220,F,40,7,5,89,-131,Severe
11,11,143,F,18,6,1,73,-70,Severe
15,1,181,M,13,5,9,69,-112,Severe
18,0,216,M,53,8,6,102,-114,Severe
18,4,220,F,104,13,7,163,-57,Severe
12,10,154,F,94,12,7,151,-3,Mild
5,7,67,F,89,12,1,145,78,Well
8,11,107,M,47,8,0,96,-11,Severe
9,5,113,F,85,11,9,141,28,Well
14,9,177,F,30,6,9,81,-96,Severe
12,7,151,F,41,7,6,90,-61,Severe
18,10,226,F,69,10,1,121,-105,Severe
16,11,203,F,8,5,6,66,-137,Severe
10,0,120,F,33,6,11,83,-37,Severe
8,4,100,M,5,5,5,65,-35,Severe
13,3,159,M,61,9,3,111,-48,Severe
6,4,76,M,45,7,10,94,18,Well
6,3,75,F,63,9,6,114,39,Well
10,7,127,F,21,6,2,74,-53,Severe
10,10,130,M,77,10,11,131,1,Good
13,2,158,M,5,5,5,65,-93,Severe
8,3,99,F,92,12,5,149,50,Well
11,2,134,M,2,5,3,63,-71,Severe
15,11,191,M,22,6,3,75,-116,Severe
17,9,213,F,67,9,10,118,-95,Severe
15,11,191,F,9,5,7,67,-124,Severe
16,0,192,F,43,7,8,92,-100,Severe
11,8,140,M,108,14,0,168,28,Well
11,9,141,F,55,8,8,104,-37,Severe
11,11,143,F,40,7,5,89,-54,Severe
13,9,165,M,7,5,6,66,-99,Severe
16,1,193,M,69,10,1,121,-72,Severe
16,3,195,M,38,7,4,88,-107,Severe
13,0,156,M,75,10,9,129,-27,Severe
18,4,220,F,71,10,3,123,-97,Severe
15,11,191,F,23,6,4,76,-115,Severe
17,10,214,F,78,11,0,132,-82,Severe
10,9,129,F,38,7,4,88,-41,Severe
5,4,64,M,82,11,5,137,73,Well
9,5,113,F,14,5,10,70,-43,Severe
5,3,63,M,106,13,10,166,103,Well
13,2,158,M,43,7,8,92,-66,Severe
13,4,160,F,10,5,7,67,-93,Severe
17,6,210,F,102,13,6,162,-48,Severe
17,10,214,M,81,11,4,136,-78,Severe
8,4,100,F,68,10,0,120,20,Well
9,8,116,F,62,9,4,112,-4,Mild
16,4,196,M,7,5,6,66,-130,Severe
9,1,109,F,20,6,2,74,-35,Severe
12,11,155,M,82,11,5,137,-18,Severe
16,8,200,F,34,7,0,84,-116,Severe
7,7,91,F,15,5,11,71,-20,Severe
18,6,222,M,58,9,0,108,-114,Severe
13,9,165,M,110,14,3,171,6,Well
9,2,110,F,21,6,2,74,-36,Severe
15,1,181,M,12,5,9,69,-112,Severe
6,6,78,M,25,6,5,77,-1,Mild
18,10,226,F,84,11,7,139,-87,Severe
14,2,170,F,44,7,9,93,-77,Severe
13,11,167,F,19,6,1,73,-94,Severe
9,2,110,F,96,12,10,154,44,Well
18,10,226,F,45,7,10,94,-132,Severe
17,8,212,M,66,9,9,117,-95,Severe
16,6,198,M,82,11,5,137,-61,Severe
18,5,221,F,92,12,5,149,-72,Severe
10,4,124,M,62,9,4,112,-12,Severe
5,6,66,F,44,7,9,93,27,Well
11,1,133,M,74,10,7,127,-6,Severe
13,7,163,M,89,12,1,145,-18,Severe
18,10,226,F,97,12,11,155,-71,Severe
7,7,91,F,57,8,10,106,15,Well
12,4,148,M,13,5,9,69,-79,Severe
13,9,165,M,85,11,9,141,-24,Severe
11,3,135,F,14,5,10,70,-65,Severe
9,7,115,M,5,5,5,65,-50,Severe
6,5,77,M,2,5,3,63,-14,Severe
12,5,149,M,53,8,6,102,-47,Severe
11,10,142,M,43,7,8,92,-50,Severe
5,10,70,F,92,12,5,149,79,Well
16,0,192,M,64,9,7,115,-77,Severe
12,2,146,F,8,5,6,66,-80,Severe
12,1,145,M,24,6,5,77,-68,Severe
14,10,178,M,50,8,3,99,-79,Severe
13,2,158,M,27,6,7,79,-79,Severe
12,3,147,M,44,7,9,93,-54,Severe
13,5,161,M,50,8,3,99,-62,Severe
10,11,131,M,47,8,0,96,-35,Severe
7,8,92,F,26,6,6,78,-14,Severe
10,5,125,M,29,6,8,80,-45,Severe
11,1,133,M,27,6,7,79,-54,Severe
14,3,171,M,42,7,7,91,-80,Severe
8,7,103,F,84,11,7,139,36,Well
6,4,76,M,43,7,8,92,16,Well
5,5,65,F,76,10,10,130,65,Well
15,9,189,F,109,14,1,169,-20,Severe
8,8,104,M,32,6,10,82,-22,Severe
13,9,165,M,5,5,5,65,-100,Severe
9,9,117,F,13,5,9,69,-48,Severe
10,9,129,F,33,6,11,83,-46,Severe
14,3,171,M,71,10,3,123,-48,Severe
17,2,206,F,9,5,7,67,-139,Severe
7,0,84,F,103,13,6,162,78,Well
16,6,198,F,57,8,10,106,-92,Severe
12,11,155,F,67,9,10,118,-37,Severe
15,3,183,M,47,8,0,96,-87,Severe
12,8,152,M,98,13,0,156,4,Good
9,2,110,F,43,7,8,92,-18,Severe
14,3,171,M,53,8,6,102,-69,Severe
11,7,139,M,42,7,7,91,-48,Severe
18,5,221,M,49,8,2,98,-123,Severe
11,2,134,M,109,14,1,169,35,Well
14,0,168,M,78,11,0,132,-36,Severe
14,8,176,M,59,9,1,109,-67,Severe
17,9,213,F,60,9,2,110,-103,Severe
8,11,107,F,68,10,0,120,13,Well
14,3,171,M,52,8,5,101,-70,Severe
5,1,61,F,80,11,3,135,74,Well
17,7,211,F,24,6,5,77,-134,Severe
9,3,111,F,27,6,7,79,-32,Severe
14,0,168,F,68,10,0,120,-48,Severe
11,3,135,F,9,5,7,67,-68,Severe
14,11,179,M,85,11,9,141,-38,Severe
7,3,87,M,82,11,5,137,50,Well
9,11,119,F,18,6,1,73,-46,Severe
18,11,227,M,85,11,9,141,-86,Severe
17,9,213,M,32,6,10,82,-131,Severe
10,4,124,M,55,8,8,104,-20,Severe
8,8,104,M,34,7,0,84,-20,Severe
6,9,81,M,107,13,11,167,86,Well
11,4,136,F,54,8,7,103,-33,Severe
7,7,91,F,4,5,4,64,-27,Severe
9,0,108,F,95,12,9,153,45,Well
12,6,150,F,74,10,7,127,-23,Severe
8,1,97,F,87,11,11,143,46,Well
16,1,193,M,8,5,6,66,-127,Severe
13,10,166,M,35,7,1,85,-81,Severe
7,2,86,F,40,7,5,89,3,Good
7,4,88,M,68,10,0,120,32,Well
14,9,177,F,29,6,8,80,-97,Severe
17,3,207,F,39,7,5,89,-118,Severe
18,2,218,M,5,5,5,65,-153,Severe
17,0,204,F,20,6,2,74,-130,Severe
8,6,102,M,14,5,10,70,-32,Severe
18,2,218,F,90,12,3,147,-71,Severe
14,0,168,F,78,11,0,132,-36,Severe
16,4,196,M,38,7,4,88,-108,Severe
11,1,133,F,26,6,6,78,-55,Severe
6,6,78,M,91,12,4,148,70,Well
5,7,67,F,5,5,5,65,-2,Mild
14,3,171,M,22,6,3,75,-96,Severe
12,0,144,F,48,8,1,97,-47,Severe
7,0,84,F,92,12,5,149,65,Well
13,6,162,F,41,7,6,90,-72,Severe
18,3,219,M,17,6,0,72,-147,Severe
15,3,183,F,46,7,11,95,-88,Severe
6,4,76,M,93,12,6,150,74,Well
11,5,137,F,37,7,3,87,-50,Severe
12,0,144,M,93,12,6,150,6,Well
7,0,84,M,32,6,10,82,-2,Mild
18,3,219,M,100,13,3,159,-60,Severe
12,11,155,M,38,7,4,88,-67,Severe
9,11,119,M,88,12,0,144,25,Well
16,5,197,M,6,5,5,65,-132,Severe
7,3,87,F,49,8,2,98,11,Well
6,4,76,F,63,9,6,114,38,Well
12,7,151,M,6,5,5,65,-86,Severe
16,2,194,F,68,10,0,120,-74,Severe
14,6,174,F,56,8,9,105,-69,Severe
12,1,145,M,105,13,9,165,20,Well
14,3,171,F,95,12,9,153,-18,Severe
17,10,214,F,81,11,4,136,-78,Severe
17,6,210,F,38,7,4,88,-122,Severe
10,4,124,F,20,6,2,74,-50,Severe
14,4,172,F,75,10,9,129,-43,Severe
5,4,64,F,60,9,2,110,46,Well
11,2,134,F,72,10,4,124,-10,Severe
18,3,219,F,61,9,3,111,-108,Severe
14,3,171,M,72,10,4,124,-47,Severe
8,7,103,M,6,5,5,65,-38,Severe
7,6,90,F,41,7,6,90,0,Neutral
5,3,63,F,84,11,7,139,76,Well
5,10,70,F,13,5,9,69,-1,Mild
12,8,152,M,109,14,1,169,17,Well
7,0,84,M,103,13,6,162,78,Well
13,9,165,M,22,6,3,75,-90,Severe
13,5,161,M,69,10,1,121,-40,Severe
5,3,63,F,72,10,4,124,61,Well
14,0,168,M,93,12,6,150,-18,Severe
5,1,61,M,82,11,5,137,76,Well
8,1,97,M,67,9,10,118,21,Well
5,5,65,F,43,7,8,92,27,Well
13,0,156,F,85,11,9,141,-15,Severe
9,7,115,M,67,9,10,118,3,Good
7,4,88,F,85,11,9,141,53,Well
7,7,91,M,105,13,9,165,74,Well
7,4,88,F,70,10,2,122,34,Well
17,8,212,F,15,5,11,71,-141,Severe
9,2,110,M,103,13,6,162,52,Well
6,7,79,F,58,9,0,108,29,Well
12,3,147,M,92,12,5,149,2,Good
18,3,219,M,82,11,5,137,-82,Severe
8,11,107,F,28,6,8,80,-27,Severe
8,4,100,F,26,6,6,78,-22,Severe
18,3,219,F,46,7,11,95,-124,Severe
7,4,88,F,67,9,10,118,30,Well
7,4,88,M,72,10,4,124,36,Well
11,1,133,M,9,5,7,67,-66,Severe
12,10,154,M,78,11,0,132,-22,Severe
11,5,137,M,10,5,7,67,-70,Severe
6,3,75,M,70,10,2,122,47,Well
18,9,225,M,62,9,4,112,-113,Severe
6,8,80,M,83,11,6,138,58,Well
18,1,217,F,55,8,8,104,-113,Severe
8,8,104,M,56,8,9,105,1,Good
10,7,127,F,103,13,6,162,35,Well
7,4,88,F,17,6,0,72,-16,Severe
18,10,226,F,75,10,9,129,-97,Severe
16,1,193,F,46,7,11,95,-98,Severe
11,9,141,M,94,12,7,151,10,Well
14,0,168,M,92,12,5,149,-19,Severe
17,2,206,F,56,8,9,105,-101,Severe
7,10,94,M,102,13,6,162,68,Well
7,5,89,F,43,7,8,92,3,Good
10,3,123,M,20,6,2,74,-49,Severe
16,1,193,F,41,7,6,90,-103,Severe
10,11,131,M,85,11,9,141,10,Well
9,3,111,M,16,5,11,71,-40,Severe
8,3,99,F,54,8,7,103,4,Good
16,4,196,F,16,5,11,71,-125,Severe
16,7,199,F,61,9,3,111,-88,Severe
9,8,116,F,65,9,8,116,0,Neutral
6,8,80,F,17,6,0,72,-8,Severe
13,11,167,M,22,6,3,75,-92,Severe
6,6,78,F,16,5,11,71,-7,Severe
16,9,201,M,65,9,8,116,-85,Severe
9,5,113,M,17,6,0,72,-41,Severe
17,2,206,F,17,6,0,72,-134,Severe
12,2,146,M,43,7,8,92,-54,Severe
14,9,177,M,93,12,6,150,-27,Severe
18,6,222,F,42,7,7,91,-131,Severe
8,6,102,F,22,6,3,75,-27,Severe
6,8,80,F,32,6,10,82,2,Good
6,2,74,F,52,8,5,101,27,Well
5,3,63,F,2,5,3,63,0,Neutral
16,10,202,M,70,10,2,122,-80,Severe
12,3,147,F,30,6,9,81,-66,Severe
17,0,204,M,65,9,8,116,-88,Severe
12,5,149,M,78,11,0,132,-17,Severe
5,4,64,F,56,8,9,105,41,Well
15,3,183,M,53,8,6,102,-81,Severe
11,5,137,M,80,11,3,135,-2,Mild
17,4,208,M,2,5,3,63,-145,Severe
8,3,99,F,56,8,9,105,6,Well
12,6,150,M,98,13,0,156,6,Well
6,10,82,M,46,7,11,95,13,Well
17,6,210,F,108,14,0,168,-42,Severe
12,4,148,M,14,5,10,70,-78,Severe
7,4,88,F,7,5,6,66,-22,Severe
18,0,216,F,9,5,7,67,-149,Severe
5,9,69,M,52,8,5,101,32,Well
5,5,65,M,60,9,2,110,45,Well
6,2,74,M,8,5,6,66,-8,Severe
16,1,193,F,99,13,1,157,-36,Severe
8,7,103,M,54,8,7,103,0,Neutral
5,11,71,M,59,9,1,109,38,Well
12,3,147,F,47,8,0,96,-51,Severe
18,3,219,F,3,5,3,63,-156,Severe
10,1,121,F,33,6,11,83,-38,Severe
5,0,60,M,25,6,5,77,17,Well
9,2,110,M,55,8,8,104,-6,Severe
16,7,199,M,94,12,7,151,-48,Severe
17,6,210,F,58,9,0,108,-102,Severe
6,8,80,F,67,9,10,118,38,Well
10,5,125,F,51,8,4,100,-25,Severe
16,3,195,F,51,8,4,100,-95,Severe
6,9,81,F,77,10,11,131,50,Well
16,0,192,F,78,11,0,132,-60,Severe
15,6,186,F,81,11,4,136,-50,Severe
18,3,219,F,72,10,4,124,-95,Severe
9,10,118,M,75,10,9,129,11,Well
8,3,99,F,52,8,5,101,2,Good
9,6,114,F,110,14,3,171,57,Well
12,0,144,M,54,8,7,103,-41,Severe
8,9,105,M,45,7,10,94,-11,Severe
12,2,146,F,79,11,1,133,-13,Severe
12,0,144,M,43,7,8,92,-52,Severe
8,2,98,F,31,6,9,81,-17,Severe
16,9,201,F,33,6,11,83,-118,Severe
11,0,132,F,100,13,3,159,27,Well
13,3,159,M,32,6,10,82,-77,Severe
18,8,224,M,95,12,9,153,-71,Severe
11,2,134,M,105,13,9,165,31,Well
15,8,188,M,10,5,7,67,-121,Severe
7,0,84,M,104,13,7,163,79,Well
14,1,169,F,78,11,0,132,-37,Severe
6,10,82,M,107,13,11,167,85,Well
10,2,122,F,19,6,1,73,-49,Severe
14,1,169,M,60,9,2,110,-59,Severe
12,5,149,F,82,11,5,137,-12,Severe
17,3,207,M,65,9,8,116,-91,Severe
15,0,180,M,28,6,8,80,-100,Severe
9,9,117,F,42,7,7,91,-26,Severe
18,6,222,F,30,6,9,81,-141,Severe
14,6,174,F,98,13,0,156,-18,Severe
17,5,209,M,58,9,0,108,-101,Severe
7,9,93,F,88,12,0,144,51,Well
18,3,219,F,90,12,3,147,-72,Severe
15,8,188,F,57,8,10,106,-82,Severe
14,2,170,F,55,8,8,104,-66,Severe
14,9,177,M,13,5,9,69,-108,Severe
11,9,141,F,86,11,10,142,1,Good
8,11,107,M,36,7,2,86,-21,Severe
14,11,179,M,108,14,0,168,-11,Severe
5,2,62,F,38,7,4,88,26,Well
10,9,129,F,87,11,11,143,14,Well
6,9,81,F,43,7,8,92,11,Well
17,8,212,F,107,13,11,167,-45,Severe
6,0,72,F,23,6,4,76,4,Good
17,1,205,M,95,12,9,153,-52,Severe
18,4,220,M,93,12,6,150,-70,Severe
16,1,193,M,103,13,6,162,-31,Severe
15,2,182,M,57,8,10,106,-76,Severe
15,9,189,M,79,11,1,133,-56,Severe
7,5,89,F,5,5,5,65,-24,Severe
15,3,183,M,62,9,4,112,-71,Severe
8,10,106,F,32,6,10,82,-24,Severe
5,7,67,F,16,5,11,71,4,Good
10,2,122,F,86,11,10,142,20,Well
13,1,157,F,23,6,4,76,-81,Severe
15,3,183,F,10,5,7,67,-116,Severe
17,11,215,M,50,8,3,99,-116,Severe
5,10,70,F,4,5,4,64,-6,Severe
15,11,191,M,67,9,10,118,-73,Severe
7,2,86,M,52,8,5,101,15,Well
17,10,214,M,66,9,9,117,-97,Severe
8,0,96,F,26,6,6,78,-18,Severe
9,9,117,F,15,5,11,71,-46,Severe
5,3,63,F,101,13,4,160,97,Well
8,6,102,M,83,11,6,138,36,Well
9,4,112,F,55,8,8,104,-8,Severe
14,6,174,M,108,14,0,168,-6,Severe
9,3,111,F,110,14,3,171,60,Well
9,5,113,F,72,10,4,124,11,Well
18,4,220,M,69,10,1,121,-99,Severe
18,6,222,F,18,6,1,73,-149,Severe
12,11,155,F,54,8,7,103,-52,Severe
14,7,175,M,67,9,10,118,-57,Severe
15,10,190,M,64,9,7,115,-75,Severe
13,1,157,M,29,6,8,80,-77,Severe
13,10,166,F,103,13,6,162,-4,Mild
12,2,146,M,8,5,6,66,-80,Severe
14,4,172,F,69,10,1,121,-51,Severe
10,10,130,F,103,13,6,162,32,Well
13,3,159,M,13,5,9,69,-90,Severe
18,11,227,M,32,6,10,82,-145,Severe
8,2,98,F,68,10,0,120,22,Well
14,11,179,F,52,8,5,101,-78,Severe
7,10,94,M,88,12,0,144,50,Well
10,8,128,F,12,5,9,69,-59,Severe
13,11,167,M,76,10,10,130,-37,Severe
10,0,120,F,38,7,4,88,-32,Severe
8,1,97,F,21,6,2,74,-23,Severe
15,6,186,M,68,10,0,120,-66,Severe
9,1,109,M,61,9,3,111,2,Good
8,4,100,M,20,6,2,74,-26,Severe
11,7,139,M,14,5,10,70,-69,Severe
17,5,209,F,104,13,7,163,-46,Severe
13,4,160,M,75,10,9,129,-31,Severe
18,0,216,M,33,6,11,83,-133,Severe
5,6,66,M,39,7,5,89,23,Well
16,10,202,M,105,13,9,165,-37,Severe
9,5,113,F,84,11,7,139,26,Well
7,2,86,M,49,8,2,98,12,Well
18,1,217,M,8,5,6,66,-151,Severe
7,7,91,F,71,10,3,123,32,Well
15,6,186,M,78,11,0,132,-54,Severe
12,3,147,M,85,11,9,141,-6,Severe
14,4,172,M,34,7,0,84,-88,Severe
13,9,165,F,68,10,0,120,-45,Severe
5,3,63,M,75,10,9,129,66,Well
8,4,100,F,34,7,0,84,-16,Severe
11,4,136,F,44,7,9,93,-43,Severe
15,0,180,M,94,12,7,151,-29,Severe
14,6,174,F,89,12,1,145,-29,Severe
16,8,200,F,67,9,10,118,-82,Severe
15,4,184,F,12,5,9,69,-115,Severe
10,3,123,F,54,8,7,103,-20,Severe
16,5,197,F,57,8,10,106,-91,Severe
5,11,71,F,29,6,8,80,9,Well
9,7,115,M,52,8,5,101,-14,Severe
11,11,143,M,96,12,10,154,11,Well
16,7,199,F,95,12,9,153,-46,Severe
9,11,119,F,28,6,8,80,-39,Severe
17,3,207,F,74,10,7,127,-80,Severe
18,3,219,F,63,9,6,114,-105,Severe
13,0,156,M,38,7,4,88,-68,Severe
14,2,170,F,9,5,7,67,-103,Severe
14,8,176,F,15,5,11,71,-105,Severe
15,5,185,F,88,12,0,144,-41,Severe
8,10,106,F,2,5,3,63,-43,Severe
16,10,202,M,12,5,9,69,-133,Severe
7,11,95,F,37,7,3,87,-8,Severe
12,1,145,M,71,10,3,123,-22,Severe
12,5,149,F,66,9,9,117,-32,Severe
14,0,168,M,68,10,0,120,-48,Severe
8,0,96,F,52,8,5,101,5,Good
15,10,190,M,100,13,3,159,-31,Severe
5,5,65,M,53,8,6,102,37,Well
14,8,176,M,95,12,9,153,-23,Severe
13,11,167,F,89,12,1,145,-22,Severe
14,9,177,M,71,10,3,123,-54,Severe
10,11,131,F,41,7,6,90,-41,Severe
13,8,164,M,79,11,1,133,-31,Severe
13,9,165,F,50,8,3,99,-66,Severe
17,8,212,F,25,6,5,77,-135,Severe
17,2,206,M,72,10,4,124,-82,Severe
5,11,71,M,29,6,8,80,9,Well
14,8,176,F,54,8,7,103,-73,Severe
12,5,149,M,2,5,3,63,-86,Severe
18,11,227,F,29,6,8,80,-147,Severe
8,11,107,F,56,8,9,105,-2,Mild
12,6,150,F,103,13,6,162,12,Well
15,9,189,F,52,8,5,101,-88,Severe
17,2,206,M,75,10,9,129,-77,Severe
12,5,149,F,110,14,3,171,22,Well
10,6,126,M,70,10,2,122,-4,Mild
14,5,173,M,31,6,9,81,-92,Severe
9,3,111,F,66,9,9,117,6,Well
12,0,144,F,35,7,1,85,-59,Severe
17,9,213,F,40,7,5,89,-124,Severe
18,6,222,F,98,13,0,156,-66,Severe
17,4,208,M,94,12,7,151,-57,Severe
5,1,61,F,34,7,0,84,23,Well
7,4,88,F,34,7,0,84,-4,Mild
9,7,115,M,73,10,6,126,11,Well
9,3,111,F,47,8,0,96,-15,Severe
13,9,165,F,108,14,0,168,3,Good
15,11,191,M,18,6,1,73,-118,Severe
9,3,111,F,41,7,6,90,-21,Severe
9,11,119,M,62,9,4,112,-7,Severe
12,9,153,M,8,5,6,66,-87,Severe
13,6,162,F,87,11,11,143,-19,Severe
9,6,114,F,57,8,10,106,-8,Severe
15,3,183,M,79,11,1,133,-50,Severe
9,2,110,M,31,6,9,81,-29,Severe
13,4,160,F,22,6,3,75,-85,Severe
14,4,172,F,16,5,11,71,-101,Severe
13,4,160,F,104,13,7,163,3,Good
7,9,93,M,78,11,0,132,39,Well
10,1,121,M,36,7,2,86,-35,Severe
17,8,212,M,96,12,10,154,-58,Severe
16,9,201,F,40,7,5,89,-112,Severe
13,0,156,M,15,5,11,71,-85,Severe
6,0,72,F,35,7,1,85,13,Well
16,6,198,M,6,5,5,65,-133,Severe
9,6,114,M,53,8,6,102,-12,Severe
13,6,162,F,12,5,9,69,-93,Severe
15,5,185,F,67,9,10,118,-67,Severe
9,9,117,M,68,10,0,120,3,Good
17,5,209,F,7,5,6,66,-143,Severe
5,4,64,F,74,10,7,127,63,Well
12,5,149,M,103,13,6,162,13,Well
17,4,208,M,108,14,0,168,-40,Severe
6,0,72,M,110,14,3,171,99,Well
5,11,71,F,27,6,7,79,8,Well
15,11,191,M,69,10,1,121,-70,Severe
14,8,176,F,27,6,7,79,-97,Severe
11,11,143,F,110,14,3,171,28,Well
10,6,126,M,30,6,9,81,-45,Severe
10,5,125,F,46,7,11,95,-30,Severe
9,10,118,F,95,12,9,153,35,Well
13,11,167,F,106,13,10,166,-1,Mild
8,5,101,M,52,8,5,101,0,Neutral
9,5,113,F,77,10,11,131,18,Well
7,1,85,M,55,8,8,104,19,Well
11,3,135,F,16,5,11,71,-64,Severe
12,2,146,M,85,11,9,141,-5,Mild
9,2,110,F,85,11,9,141,31,Well
15,6,186,M,36,7,2,86,-100,Severe
9,7,115,M,22,6,3,75,-40,Severe
15,5,185,F,24,6,5,77,-108,Severe
10,9,129,F,63,9,6,114,-15,Severe
14,6,174,F,29,6,8,80,-94,Severe
10,5,125,F,108,14,0,168,43,Well
8,11,107,F,71,10,3,123,16,Well
6,3,75,M,41,7,6,90,15,Well
15,0,180,F,17,6,0,72,-108,Severe
9,0,108,F,51,8,4,100,-8,Severe
18,2,218,F,60,9,2,110,-108,Severe
13,10,166,F,97,12,11,155,-11,Severe
7,4,88,M,60,9,2,110,22,Well
15,1,181,F,5,5,5,65,-116,Severe
12,6,150,F,29,6,8,80,-70,Severe
15,1,181,M,76,10,10,130,-51,Severe
10,3,123,M,29,6,8,80,-43,Severe
13,3,159,F,10,5,7,67,-92,Severe
14,4,172,F,45,7,10,94,-78,Severe
12,1,145,M,32,6,10,82,-63,Severe
7,7,91,F,6,5,5,65,-26,Severe
16,3,195,F,6,5,5,65,-130,Severe
7,5,89,M,19,6,1,73,-16,Severe
6,7,79,F,74,10,7,127,48,Well
14,0,168,M,76,10,10,130,-38,Severe
5,4,64,M,66,9,9,117,53,Well
9,8,116,M,53,8,6,102,-14,Severe
9,10,118,F,5,5,5,65,-53,Severe
5,1,61,M,97,12,11,155,94,Well
9,1,109,F,104,13,7,163,54,Well
17,11,215,M,78,11,0,132,-83,Severe
11,6,138,F,18,6,1,73,-65,Severe
